,a,b
32375,8.72,3.22
32376,11.51,5.91
32377,10.34,0.2
32378,10.93,1.76
32379,7.91,0.06
32380,11.55,1.12
32381,10.77,0.47
32382,8.85,1.68
32383,10.38,4.52
32384,10.05,94.5
32385,12.77,0.81
32386,9.14,0.02
32387,7.92,0.02
32388,7.69,6.24
32389,7.62,29.71
32390,9.09,0.15
32391,7.84,0.12
32392,8.79,8.22
32393,11.65,3.48
32394,11.04,2.97
32395,11.84,1.57
32396,11.07,0.03
32397,10.07,0.04
32398,14.74,0.35
32399,10.33,21.52
32400,9.48,0.7
32401,15.09,0.04
32402,9.19,0.6
32403,9.2,3.06
32404,9.79,0.47
32405,10.03,1.58
32406,11.21,10.33
32407,12.81,0.5
32408,10.7,0.07
32409,9.96,0.07
32410,7.97,0.38
32411,9.68,0.84
32412,12.51,3.2
32413,12.16,0.86
32414,7.22,172.0
32415,13.93,1.27
32416,12.23,20.55
32417,11.9,2.83
32418,13.18,1.28
32419,12.24,0.05
32420,8.69,3.09
32421,8.95,0.33
32422,7.21,3.05
32423,9.02,2.99
32424,7.34,2.93
32425,8.75,0.02
32426,10.77,6.84
32427,10.93,3.66
32428,10.63,1.59
32429,10.62,38.36
32430,10.18,17.45
32431,8.96,27.81
32432,8.99,0.45
32433,8.8,0.78
32434,11.28,0.57
32435,12.5,1.07
32436,9.87,0.72
32437,10.12,6.66
32438,5.14,1.01
32439,10.75,1.65
32440,9.21,0.05
32441,9.0,0.18
32442,13.35,8.95
32443,9.1,2.34
32444,8.28,0.02
32445,10.83,0.37
32446,9.96,1.07
32447,10.21,8.34
32448,9.49,0.05
32449,8.95,2.69
32450,11.59,0.1
32451,7.25,0.97
32452,9.21,1.08
32453,12.27,0.73
32454,8.21,0.14
32455,9.75,47.0
32456,6.95,1.05
32457,7.57,0.02
32458,10.63,0.26
32459,11.29,8.99
32460,11.35,6.6
32461,7.99,4.29
32462,11.42,0.72
32463,11.03,2.35
32464,13.08,10.2
32465,9.27,1.83
32466,10.59,9.07
32467,13.5,0.46
32468,11.91,37.06
32469,9.78,0.31
32470,10.52,0.41
32471,10.96,0.02
32472,8.41,0.06
32473,10.94,1.62
32474,10.91,0.06
32475,7.26,0.94
32476,7.94,0.38
32477,12.03,0.13
32478,12.57,1.32
32479,11.43,3.07
32480,11.66,2.82
32481,6.3,10.92
32482,7.89,16.56
32483,7.56,24.12
32484,6.72,8.0
32485,10.71,1.55
32486,9.98,0.34
32487,10.14,0.48
32488,9.06,0.44
32489,9.17,5.37
32490,9.52,21.87
32491,8.03,0.68
32492,9.99,0.21
32493,9.83,0.59
32494,9.14,12.99
32495,13.38,0.17
32496,12.32,0.4
32497,11.57,23.51
32498,10.95,2.28
32499,12.14,1.5
32500,11.72,0.13
32501,9.91,0.53
32502,9.07,0.05
32503,9.17,8.84
32504,10.64,9.24
32505,13.33,0.09
32506,8.06,19.24
32507,9.96,0.98
32508,10.73,1.74
32509,8.29,0.08
32510,11.65,0.47
32511,12.17,0.04
32512,10.84,1.28
32513,11.52,0.27
32514,11.16,11.84
32515,10.86,0.5
32516,10.24,17.04
32517,8.07,8.54
32518,9.45,16.19
32519,11.39,1.6
32520,8.1,2.75
32521,10.84,0.02
32522,10.82,9.33
32523,7.13,1.25
32524,13.9,3.35
32525,9.13,0.12
32526,11.64,0.51
32527,12.46,0.89
32528,11.35,0.65
32529,5.69,2.05
32530,7.03,3.73
32531,7.35,2.25
32532,10.79,0.58
32533,8.43,10.81
32534,12.09,0.54
32535,6.94,0.25
32536,10.2,0.18
32537,12.04,0.09
32538,7.16,1.54
32539,14.37,7.17
32540,12.59,0.41
32541,10.75,30.1
32542,11.34,0.32
32543,10.03,0.42
32544,8.66,81.14
32545,12.36,0.18
32546,10.22,4.11
32547,9.24,1.69
32548,13.95,4.62
32549,13.69,0.0
32550,11.98,2.22
32551,6.9,20.35
32552,10.52,7.98
32553,9.95,11.59
32554,11.57,41.2
32555,9.2,0.43
32556,13.05,4.28
32557,10.86,2.05
32558,8.55,0.11
32559,12.06,16.92
32560,11.63,0.18
32561,9.63,2.4
32562,9.28,8.41
32563,10.19,0.58
32564,8.32,0.83
32565,10.35,2.23
32566,14.18,2.26
32567,8.99,1.17
32568,6.47,8.03
32569,8.15,0.01
32570,10.39,0.36
32571,9.25,0.09
32572,9.46,6.07
32573,8.6,2.17
32574,11.32,0.03
32575,12.27,19.86
32576,11.0,1.64
32577,8.73,5.6
32578,11.89,3.31
32579,8.53,0.09
32580,8.82,22.41
32581,9.13,0.09
32582,9.74,0.65
32583,10.6,0.58
32584,9.74,0.06
32585,9.51,0.05
32586,11.72,1.71
32587,9.01,1.75
32588,10.53,0.14
32589,9.15,0.68
32590,8.75,15.96
32591,11.6,2.64
32592,8.89,1.21
32593,9.5,3.28
32594,8.38,19.7
32595,11.45,1.23
32596,9.03,0.5
32597,9.9,1.09
32598,9.32,3.03
32599,11.36,0.12
32600,7.32,0.4
32601,14.07,0.75
32602,9.08,90.53
32603,9.64,1.1
32604,8.94,76.98
32605,10.23,4.24
32606,8.68,0.04
32607,8.63,2.62
32608,10.05,6.95
32609,9.49,0.12
32610,11.54,0.15
32611,13.56,4.42
32612,11.61,2.01
32613,10.38,0.54
32614,9.57,2.3
32615,8.36,0.32
32616,10.69,0.01
32617,7.12,1.66
32618,10.12,0.26
32619,10.45,0.12
32620,10.9,1.64
32621,12.2,19.73
32622,9.34,0.23
32623,9.02,0.01
32624,11.87,1.23
32625,8.3,1.29
32626,8.24,2.02
32627,10.41,0.4
32628,12.59,2.24
32629,9.61,0.32
32630,11.15,7.74
32631,8.28,1.59
32632,7.99,0.19
32633,13.02,0.22
32634,12.17,0.04
32635,12.24,11.91
32636,7.14,5.92
32637,6.98,22.58
32638,11.35,1.41
32639,12.24,3.13
32640,6.96,10.05
32641,11.22,1.42
32642,11.55,22.26
32643,13.25,0.71
32644,9.07,0.03
32645,10.07,2.22
32646,13.13,10.61
32647,13.16,0.04
32648,13.14,0.02
32649,9.03,58.8
32650,7.0,14.04
32651,9.38,5.72
32652,10.48,11.84
32653,13.81,1.85
32654,12.41,21.99
32655,10.55,0.72
32656,11.03,0.12
32657,9.08,4.99
32658,11.49,27.3
32659,8.07,0.05
32660,11.84,0.44
32661,8.04,0.19
32662,11.21,1.16
32663,8.86,0.13
32664,7.54,326.88
32665,7.22,0.04
32666,8.3,0.76
32667,7.04,1.84
32668,8.14,0.59
32669,13.34,2.24
32670,5.0,0.23
32671,10.44,0.08
32672,9.0,1.02
32673,8.91,0.04
32674,8.78,3.74
32675,8.26,0.64
32676,8.84,0.18
32677,6.69,8.2
32678,11.56,0.13
32679,8.59,4.34
32680,9.32,0.56
32681,8.52,1.21
32682,6.97,0.88
32683,12.73,1.77
32684,13.31,32.6
32685,7.1,0.48
32686,8.03,18.82
32687,9.14,6.94
32688,13.14,45.56
32689,3.55,0.02
32690,8.55,0.96
32691,7.83,0.41
32692,9.0,0.03
32693,9.75,1.7
32694,13.44,3.3
32695,9.25,4.92
32696,6.41,0.11
32697,8.5,0.06
32698,7.68,0.73
32699,11.17,5.52
32700,8.86,2.0
32701,7.31,1.37
32702,8.36,0.8
32703,8.87,1.38
32704,10.49,0.39
32705,9.16,1.28
32706,8.11,0.47
32707,11.14,4.08
32708,8.51,0.04
32709,9.78,0.39
32710,9.24,9.58
32711,14.22,0.08
32712,9.18,0.05
32713,9.5,1.13
32714,6.08,1.15
32715,9.5,1.46
32716,11.47,10.56
32717,10.27,0.69
32718,8.03,0.18
32719,10.28,0.07
32720,11.67,18.39
32721,9.67,0.15
32722,9.61,0.74
32723,10.88,0.57
32724,9.49,0.52
32725,7.13,4.01
32726,8.32,0.18
32727,10.2,0.05
32728,7.93,8.41
32729,9.63,0.06
32730,11.66,0.71
32731,11.15,3.06
32732,8.45,0.42
32733,10.28,4.11
32734,7.49,208.96
32735,12.24,0.49
32736,9.94,15.93
32737,12.17,0.28
32738,9.39,0.31
32739,11.41,0.6
32740,12.44,0.02
32741,9.5,1.13
32742,10.44,0.9
32743,11.41,0.46
32744,10.67,0.03
32745,8.62,0.1
32746,6.96,0.54
32747,9.85,4.1
32748,6.55,0.12
32749,10.09,0.11
32750,10.66,0.24
32751,10.24,0.07
32752,8.61,0.43
32753,12.22,0.01
32754,10.81,7.2
32755,10.9,0.14
32756,10.87,104.22
32757,11.47,0.54
32758,9.33,0.08
32759,10.44,2.47
32760,10.28,34.0
32761,8.33,3.21
32762,7.87,0.5
32763,8.29,0.0
32764,7.11,0.36
32765,11.88,3.65
32766,8.73,0.15
32767,12.09,0.3
32768,9.98,0.02
32769,8.65,6.93
32770,8.64,30.08
32771,9.92,5.08
32772,7.63,0.01
32773,8.92,0.0
32774,10.44,3.27
32775,7.38,0.1
32776,11.35,1.68
32777,10.26,0.43
32778,11.6,2.11
32779,5.68,0.75
32780,9.49,0.08
32781,12.92,1.48
32782,10.77,0.43
32783,10.42,11.24
32784,11.6,0.72
32785,12.74,7.41
32786,11.84,0.06
32787,12.18,0.18
32788,10.93,0.16
32789,8.8,0.17
32790,9.75,7.32
32791,5.75,0.89
32792,10.79,1.61
32793,8.8,8.17
32794,12.39,0.73
32795,11.59,0.05
32796,7.45,1.46
32797,11.14,9.72
32798,11.55,19.16
32799,6.75,9.86
32800,10.02,0.16
32801,12.37,8.12
32802,10.93,1.2
32803,6.8,0.07
32804,8.61,93.82
32805,11.86,0.17
32806,8.84,2.16
32807,9.6,1.31
32808,9.98,2.42
32809,9.41,0.25
32810,10.9,0.24
32811,10.82,1.83
32812,9.16,0.81
32813,6.54,1.42
32814,10.62,9.79
32815,10.59,1.0
32816,10.9,0.42
32817,10.25,0.38
32818,7.55,0.07
32819,10.14,0.42
32820,7.42,8.29
32821,11.61,0.23
32822,9.74,14.36
32823,8.65,0.36
32824,11.57,0.74
32825,5.88,46.86
32826,6.88,15.19
32827,8.97,13.1
32828,8.44,0.3
32829,9.42,1.42
32830,9.78,0.2
32831,10.55,4.36
32832,7.66,131.22
32833,9.08,7.54
32834,11.4,0.54
32835,9.51,1.18
32836,7.6,1.22
32837,15.31,18.53
32838,8.4,83.98
32839,11.2,2.73
32840,9.69,0.29
32841,11.46,3.85
32842,9.83,0.04
32843,7.11,3.42
32844,9.67,0.04
32845,8.95,0.3
32846,9.25,0.51
32847,10.05,0.47
32848,7.13,2.28
32849,8.53,1.74
32850,11.82,3.14
32851,12.49,0.2
32852,7.65,18.06
32853,10.59,0.0
32854,9.22,0.34
32855,13.8,0.16
32856,12.63,0.29
32857,8.22,0.18
32858,8.8,15.45
32859,10.53,8.22
32860,8.56,0.08
32861,9.85,1.78
32862,10.99,0.52
32863,7.69,0.08
32864,11.29,0.05
32865,9.89,3.35
32866,11.9,5.02
32867,8.12,2.5
32868,7.61,0.41
32869,13.96,8.93
32870,12.74,0.11
32871,10.01,20.0
32872,11.39,0.3
32873,9.41,0.38
32874,12.21,0.3
32875,10.13,6.14
32876,11.69,0.33
32877,4.76,0.19
32878,7.53,0.22
32879,9.73,1.41
32880,11.07,0.64
32881,11.03,1.5
32882,12.7,0.2
32883,7.8,0.06
32884,11.12,0.03
32885,12.23,0.09
32886,11.31,2.84
32887,10.41,0.05
32888,10.9,16.85
32889,9.42,0.07
32890,10.54,0.38
32891,8.59,0.37
32892,12.11,3.82
32893,8.79,2.42
32894,9.18,25.03
32895,6.53,2.52
32896,8.84,1.27
32897,8.41,0.31
32898,9.95,0.24
32899,10.88,2.03
32900,8.35,3.54
32901,10.2,1.6
32902,11.32,117.65
32903,13.07,62.06
32904,8.5,18.84
32905,7.25,0.09
32906,7.62,34.65
32907,10.38,0.58
32908,10.87,0.06
32909,9.1,1.14
32910,11.54,2.28
32911,11.78,1.2
32912,12.04,0.3
32913,11.47,3.86
32914,9.78,0.28
32915,7.82,1.85
32916,9.51,0.11
32917,10.9,0.08
32918,11.03,0.04
32919,8.01,1.21
32920,10.29,8.6
32921,9.38,3.14
32922,12.3,0.18
32923,8.67,0.04
32924,10.52,0.22
32925,11.16,0.63
32926,10.92,0.53
32927,11.02,1.74
32928,8.05,1.66
32929,11.2,0.08
32930,12.15,3.72
32931,8.17,42.76
32932,9.38,1.13
32933,6.46,1.16
32934,11.12,2.12
32935,7.93,4.5
32936,8.63,3.78
32937,12.44,1.73
32938,10.82,29.98
32939,12.32,2.55
32940,13.36,0.66
32941,7.18,1.05
32942,8.48,571.55
32943,8.54,2.28
32944,11.59,0.07
32945,9.37,7.01
32946,9.41,6.91
32947,9.24,0.83
32948,11.08,2.81
32949,10.1,3.25
32950,12.05,0.04
32951,7.98,0.13
32952,11.37,52.03
32953,11.69,0.17
32954,11.11,6.72
32955,10.32,0.18
32956,10.52,0.85
32957,8.55,0.08
32958,11.37,0.54
32959,8.73,17.25
32960,11.66,1.44
32961,8.46,0.19
32962,12.38,43.64
32963,11.56,4.0
32964,13.25,0.32
32965,8.61,0.1
32966,6.27,17.7
32967,11.94,9.89
32968,11.48,2.95
32969,9.36,0.85
32970,11.65,0.18
32971,9.98,0.7
32972,8.64,0.31
32973,7.9,131.87
32974,11.02,0.5
32975,11.26,95.01
32976,10.47,1.85
32977,11.05,0.38
32978,9.82,1.03
32979,8.31,16.68
32980,13.72,0.19
32981,9.83,94.38
32982,10.05,0.68
32983,10.53,0.34
32984,10.95,13.28
32985,8.6,16.53
32986,7.33,1.14
32987,14.98,102.78
32988,13.25,0.17
32989,9.26,0.07
32990,13.3,1.21
32991,9.41,1.2
32992,12.76,0.24
32993,9.69,0.03
32994,8.45,0.01
32995,3.77,36.07
32996,8.14,0.11
32997,9.3,1.53
32998,9.54,0.05
32999,8.83,132.82
33000,7.6,0.14
33001,9.44,194.15
33002,8.84,0.04
33003,13.72,0.08
33004,10.93,5.93
33005,6.36,0.65
33006,10.49,0.64
33007,6.85,0.07
33008,8.81,0.25
33009,11.38,8.15
33010,11.01,3.43
33011,7.94,7.04
33012,7.94,6.99
33013,9.04,0.15
33014,12.55,0.13
33015,7.84,17.07
33016,10.06,0.09
33017,10.34,8.64
33018,8.72,5.69
33019,10.96,0.05
33020,5.14,1.19
33021,11.44,3.39
33022,8.99,1.85
33023,12.09,38.0
33024,7.29,8.84
33025,13.37,2.47
33026,10.42,0.37
33027,5.68,4.86
33028,10.53,24.19
33029,7.8,0.19
33030,8.14,0.44
33031,8.83,0.08
33032,8.52,0.51
33033,12.15,1.78
33034,8.9,0.28
33035,9.12,0.2
33036,10.29,0.29
33037,10.61,2.36
33038,8.09,14.77
33039,9.02,1.35
33040,11.0,0.13
33041,12.02,6.99
33042,8.61,0.0
33043,5.83,0.72
33044,9.34,0.48
33045,11.57,3.11
33046,12.45,3.49
33047,10.98,0.25
33048,11.08,0.69
33049,8.38,0.65
33050,10.04,0.21
33051,9.4,0.72
33052,12.27,0.32
33053,6.59,0.33
33054,9.96,13.89
33055,6.56,0.51
33056,4.97,0.02
33057,9.38,0.07
33058,7.59,0.42
33059,13.5,14.72
33060,11.82,0.0
33061,10.03,0.22
33062,13.19,0.61
33063,12.47,10.59
33064,7.69,1.77
33065,12.71,10.55
33066,9.35,7.87
33067,8.25,0.69
33068,12.34,0.84
33069,10.09,4.0
33070,7.22,0.48
33071,7.09,5.41
33072,7.85,0.16
33073,8.61,0.01
33074,11.67,0.37
33075,12.29,0.06
33076,8.03,0.88
33077,12.17,8.26
33078,8.36,1.81
33079,11.99,0.96
33080,7.6,0.51
33081,8.97,0.16
33082,10.61,0.08
33083,12.81,1.38
33084,8.8,3.3
33085,9.38,0.08
33086,11.63,0.2
33087,11.27,0.11
33088,14.5,0.01
33089,7.32,0.04
33090,11.91,1.3
33091,9.27,96.77
33092,11.92,19.72
33093,8.12,0.41
33094,10.3,0.26
33095,10.79,2.0
33096,9.35,0.22
33097,11.61,0.02
33098,13.15,4.52
33099,8.02,0.4
33100,12.5,16.57
33101,10.6,4.39
33102,6.29,0.27
33103,9.37,1.39
33104,9.88,1.59
33105,11.0,1.81
33106,8.15,0.71
33107,12.48,0.5
33108,10.8,0.25
33109,8.5,1.81
33110,11.32,1.78
33111,8.83,10.99
33112,10.67,0.22
33113,6.3,1.1
33114,7.89,0.59
33115,12.58,0.27
33116,8.84,2.94
33117,9.13,15.32
33118,7.25,4.53
33119,7.96,22.27
33120,9.79,3.09
33121,10.67,4.59
33122,10.2,5.36
33123,11.47,0.11
33124,9.67,1.71
33125,12.23,0.98
33126,9.86,0.02
33127,9.97,0.17
33128,7.79,0.47
33129,8.25,0.97
33130,11.97,2.57
33131,11.11,18.67
33132,13.54,0.5
33133,10.73,7.97
33134,7.96,0.17
33135,8.76,4.08
33136,12.96,0.05
33137,10.12,0.58
33138,7.75,0.0
33139,13.46,0.45
33140,11.73,26.86
33141,8.63,0.47
33142,10.55,0.48
33143,9.25,6.49
33144,8.44,1.57
33145,12.11,0.03
33146,12.11,0.07
33147,9.85,13.55
33148,8.35,0.41
33149,8.2,0.09
33150,7.98,0.21
33151,9.02,0.76
33152,8.63,0.21
33153,12.22,7.07
33154,12.88,0.5
33155,8.61,0.48
33156,14.09,0.34
33157,9.38,0.63
33158,9.56,0.08
33159,11.41,7.07
33160,7.04,0.01
33161,9.88,0.53
33162,12.04,3.08
33163,10.47,46.39
33164,13.4,1.35
33165,12.8,5.46
33166,10.14,6.78
33167,11.42,1.62
33168,11.48,0.42
33169,10.78,2.04
33170,10.72,33.59
33171,5.18,1.08
33172,11.28,2.03
33173,5.78,0.05
33174,11.51,918.0
33175,5.99,1.62
33176,10.87,0.04
33177,9.42,0.3
33178,8.36,12.65
33179,11.23,0.56
33180,9.01,0.61
33181,10.47,0.07
33182,9.78,4.98
33183,10.69,7.47
33184,8.41,1.33
33185,9.74,1.79
33186,8.56,0.03
33187,8.96,0.28
33188,14.82,3.79
33189,8.87,4.7
33190,9.37,0.02
33191,10.58,8.05
33192,12.02,4.07
33193,9.4,1.56
33194,9.4,0.06
33195,9.61,6.39
33196,10.14,0.01
33197,9.03,0.23
33198,8.8,1.34
33199,9.27,2.05
33200,11.34,2.82
33201,8.94,0.0
33202,10.69,0.54
33203,8.98,0.08
33204,12.67,0.17
33205,10.89,0.51
33206,6.52,0.09
33207,13.05,30.42
33208,12.99,0.42
33209,10.24,0.46
33210,10.54,0.01
33211,9.43,40.99
33212,9.74,1.97
33213,9.19,0.21
33214,9.02,1.16
33215,5.67,0.07
33216,11.7,1.87
33217,7.85,0.1
33218,12.68,0.39
33219,11.42,4.11
33220,11.95,0.31
33221,5.31,2.42
33222,7.88,0.25
33223,11.29,0.17
33224,10.3,9.91
33225,7.61,43.05
33226,12.84,0.31
33227,7.82,0.0
33228,8.66,0.01
33229,7.91,10.67
33230,9.37,2.07
33231,9.11,0.19
33232,11.2,0.0
33233,8.41,16.78
33234,11.9,27.19
33235,11.4,0.9
33236,11.32,1.59
33237,11.21,0.0
33238,9.51,0.77
33239,9.48,1.24
33240,11.76,2.01
33241,13.06,38.22
33242,9.82,2.55
33243,8.98,0.22
33244,12.42,0.72
33245,7.99,2.59
33246,12.56,1.13
33247,13.12,1.18
33248,6.98,0.05
33249,10.3,1.0
33250,9.0,0.94
33251,7.91,0.25
33252,11.6,8.1
33253,10.11,112.5
33254,9.86,0.73
33255,7.95,18.75
33256,10.68,0.47
33257,8.79,2.03
33258,9.77,0.24
33259,8.42,0.47
33260,13.43,0.42
33261,10.81,34.84
33262,11.18,1.14
33263,11.78,7.65
33264,11.3,2.75
33265,6.52,0.14
33266,6.7,8.72
33267,9.96,2.52
33268,12.65,20.2
33269,7.3,0.65
33270,10.59,1.13
33271,10.39,0.26
33272,10.03,11.96
33273,12.07,6.71
33274,12.82,0.09
33275,9.82,0.13
33276,10.37,0.04
33277,11.82,0.3
33278,12.87,0.02
33279,9.88,6.7
33280,8.46,4.76
33281,8.64,0.61
33282,6.87,1.5
33283,9.9,0.41
33284,12.71,1.11
33285,9.42,1.07
33286,15.82,15.8
33287,10.72,0.88
33288,8.43,0.89
33289,9.57,0.33
33290,9.11,8.57
33291,11.13,44.84
33292,11.78,4.01
33293,9.09,0.04
33294,8.7,0.58
33295,11.68,0.08
33296,9.47,10.12
33297,7.01,1.53
33298,9.14,15.15
33299,7.79,2.74
33300,9.5,0.92
33301,7.7,7.1
33302,11.16,0.13
33303,8.04,2.84
33304,12.88,0.56
33305,10.83,0.12
33306,11.36,0.12
33307,10.29,1.03
33308,6.77,2.19
33309,11.16,4.37
33310,8.81,0.37
33311,11.02,0.06
33312,10.9,0.2
33313,12.33,2.09
33314,6.46,1.15
33315,7.98,0.07
33316,9.58,1.52
33317,9.97,0.69
33318,11.34,62.26
33319,10.63,0.16
33320,11.29,10.17
33321,9.38,39.77
33322,11.63,0.24
33323,9.39,1.31
33324,10.71,84.94
33325,12.9,0.31
33326,8.12,11.84
33327,11.37,0.29
33328,12.14,7.44
33329,10.11,32.92
33330,11.46,0.1
33331,9.34,3.69
33332,7.93,5.83
33333,5.3,0.1
33334,14.37,0.53
33335,7.73,0.06
33336,8.21,0.49
33337,9.61,0.29
33338,5.04,45.26
33339,10.24,5.81
33340,6.76,1.2
33341,5.95,0.75
33342,12.41,4.54
33343,9.31,14.93
33344,11.37,240.31
33345,12.46,20.19
33346,8.15,1.07
33347,9.27,1.07
33348,11.05,12.79
33349,11.86,0.03
33350,8.44,0.61
33351,10.14,0.05
33352,10.3,0.27
33353,7.73,0.68
33354,11.84,0.12
33355,7.98,0.12
33356,7.45,39.49
33357,8.48,0.82
33358,11.2,249.14
33359,12.61,0.08
33360,8.33,32.65
33361,9.63,27.27
33362,11.91,95.37
33363,10.61,1.01
33364,11.09,0.31
33365,10.97,0.4
33366,11.84,2.77
33367,9.46,0.45
33368,11.84,11.07
33369,6.99,3.84
33370,9.46,45.45
33371,10.65,0.19
33372,10.15,1.15
33373,12.51,0.64
33374,8.93,0.08
33375,12.33,1.0
33376,11.36,24.32
33377,7.92,1.47
33378,9.82,0.01
33379,11.93,35.1
33380,9.16,3.05
33381,12.74,0.02
33382,1.94,2.74
33383,8.85,1.16
33384,10.38,17.85
33385,12.47,0.22
33386,11.08,0.13
33387,9.0,0.02
33388,6.23,2.46
33389,10.05,18.3
33390,10.41,1.29
33391,10.57,0.0
33392,11.55,4.01
33393,7.39,0.74
33394,6.05,0.34
33395,10.21,11.76
33396,11.98,2.17
33397,7.34,0.14
33398,6.62,0.84
33399,7.29,77.03
33400,9.04,11.73
33401,11.78,0.02
33402,7.63,0.15
33403,9.39,174.33
33404,13.91,3.79
33405,10.34,0.44
33406,6.36,3.88
33407,12.31,0.41
33408,12.59,1.32
33409,8.12,4.36
33410,10.85,0.2
33411,11.52,0.34
33412,11.12,0.59
33413,9.26,0.17
33414,9.88,0.21
33415,9.67,1.72
33416,12.53,0.16
33417,10.91,0.22
33418,10.02,103.9
33419,10.5,0.17
33420,9.49,0.41
33421,11.67,134.01
33422,13.21,23.3
33423,11.42,0.59
33424,11.33,5.26
33425,9.11,0.15
33426,8.73,0.34
33427,8.44,0.51
33428,14.14,1.8
33429,7.62,0.93
33430,9.97,0.11
33431,8.47,0.02
33432,7.21,0.13
33433,9.52,0.14
33434,5.53,0.44
33435,5.38,4.06
33436,8.15,0.34
33437,10.14,0.12
33438,9.1,1.27
33439,12.03,0.0
33440,8.65,5.88
33441,8.8,2.86
33442,5.47,0.01
33443,9.73,0.47
33444,7.91,2.44
33445,7.6,3.34
33446,13.04,0.03
33447,8.5,0.05
33448,11.93,0.01
33449,12.8,2.65
33450,5.5,0.5
33451,13.01,0.13
33452,10.21,11.62
33453,10.62,0.25
33454,9.36,0.18
33455,8.98,106.04
33456,9.86,12.15
33457,8.38,0.62
33458,8.72,1.11
33459,4.87,3.68
33460,8.71,11.44
33461,8.69,21.22
33462,11.67,1.11
33463,9.43,0.09
33464,9.85,0.76
33465,10.56,51.49
33466,9.45,0.06
33467,10.15,0.21
33468,8.37,0.08
33469,9.4,2.46
33470,9.31,348.41
33471,6.74,1.19
33472,11.92,3.67
33473,9.71,5.15
33474,10.23,0.58
33475,10.09,0.45
33476,14.43,0.12
33477,9.45,0.45
33478,12.09,6.23
33479,11.01,1.02
33480,6.35,0.09
33481,11.02,4.81
33482,10.98,0.31
33483,7.93,6.52
33484,11.08,2.61
33485,9.66,1.73
33486,8.78,1.47
33487,9.21,0.03
33488,7.5,3.75
33489,12.07,126.14
33490,9.25,0.14
33491,11.89,0.14
33492,9.61,0.08
33493,9.96,0.03
33494,7.16,0.13
33495,9.53,2.01
33496,9.08,0.08
33497,10.5,1.49
33498,5.98,0.04
33499,10.73,3.94
33500,10.54,0.05
33501,6.07,2.71
33502,9.4,2.23
33503,9.26,0.82
33504,12.67,0.1
33505,10.5,5.43
33506,9.26,1.95
33507,6.72,0.27
33508,11.15,5.53
33509,6.76,0.68
33510,10.58,0.07
33511,9.21,2.21
33512,7.57,1.07
33513,10.97,2.82
33514,10.47,14.88
33515,11.19,0.66
33516,13.22,0.17
33517,9.78,0.42
33518,11.69,0.23
33519,9.48,1.77
33520,7.78,11.76
33521,8.44,12.82
33522,11.51,0.34
33523,6.28,0.01
33524,9.27,13.49
33525,9.13,0.39
33526,9.7,3.57
33527,7.66,6.12
33528,8.31,0.05
33529,14.27,0.99
33530,11.0,8.81
33531,7.19,4.03
33532,11.31,0.34
33533,7.93,0.41
33534,8.78,2.74
33535,8.43,0.52
33536,9.85,1.14
33537,10.1,6.33
33538,10.73,0.03
33539,11.14,0.24
33540,11.67,0.1
33541,11.41,13.58
33542,10.4,0.17
33543,11.17,0.14
33544,10.57,0.41
33545,11.99,1.94
33546,10.97,7.17
33547,9.89,0.01
33548,11.39,1.62
33549,9.75,3.17
33550,7.75,0.21
33551,11.92,0.03
33552,8.1,15.25
33553,9.25,8.97
33554,7.37,22.81
33555,11.49,0.17
33556,7.45,15.61
33557,8.58,56.74
33558,8.67,7.36
33559,10.67,1.01
33560,9.47,1.87
33561,9.19,0.24
33562,11.83,0.69
33563,10.37,0.13
33564,9.9,65.41
33565,11.51,0.11
33566,9.19,5.67
33567,10.62,8.46
33568,9.9,12.53
33569,9.03,0.41
33570,13.59,19.45
33571,12.82,0.02
33572,10.66,0.27
33573,10.1,9.41
33574,8.55,0.55
33575,6.27,0.2
33576,11.52,1.26
33577,8.12,0.01
33578,4.62,13.37
33579,9.86,1.2
33580,10.39,0.82
33581,11.83,0.18
33582,8.05,0.99
33583,9.79,0.42
33584,7.06,0.48
33585,9.53,68.39
33586,9.65,45.2
33587,8.24,0.02
33588,7.55,0.14
33589,10.84,0.5
33590,11.33,0.22
33591,7.85,0.63
33592,10.34,12.22
33593,6.76,0.36
33594,9.6,7.83
33595,8.16,0.42
33596,9.54,54.91
33597,9.2,1.75
33598,7.69,17.89
33599,10.56,0.05
33600,10.51,4.87
33601,9.65,0.01
33602,9.46,17.19
33603,7.98,0.03
33604,9.06,0.19
33605,7.42,0.29
33606,12.98,5.2
33607,7.76,0.46
33608,9.18,1.73
33609,9.54,8.22
33610,13.54,25.3
33611,11.82,5.54
33612,10.97,0.22
33613,12.08,1.02
33614,13.42,2.25
33615,7.5,25.57
33616,7.44,0.59
33617,9.93,0.3
33618,8.76,0.52
33619,10.81,0.11
33620,11.8,0.03
33621,9.07,0.18
33622,10.57,0.91
33623,15.28,7.91
33624,7.9,0.21
33625,9.22,0.79
33626,10.65,0.11
33627,11.98,4.69
33628,7.88,1.07
33629,9.34,32.6
33630,10.98,1.07
33631,11.49,2.41
33632,6.62,2.89
33633,10.03,5.73
33634,13.27,0.24
33635,9.78,0.69
33636,10.86,6.78
33637,8.87,17.53
33638,8.16,0.09
33639,10.97,0.05
33640,12.43,5.38
33641,10.76,0.04
33642,8.65,0.82
33643,11.64,3.88
33644,9.95,0.2
33645,8.95,0.98
33646,11.4,0.1
