,a,b
20791,0.11,0.51
20792,0.09,0.54
20793,1.22,1.51
20794,0.11,4.09
20795,0.22,0.16
20796,22.92,0.49
20797,3.89,0.97
20798,0.51,1.21
20799,0.09,0.56
20800,42.01,0.27
20801,5.14,1.08
20802,6.8,0.44
20803,7.48,2.22
20804,0.02,0.37
20805,1.66,25.73
20806,0.02,0.01
20807,0.02,0.27
20808,0.01,3.14
20809,0.59,0.92
20810,1.42,0.06
20811,0.01,2.31
20812,0.76,1.15
20813,0.26,18.71
20814,9.73,7.36
20815,3.89,2.25
20816,0.14,0.07
20817,0.14,23.55
20818,0.18,3.88
20819,0.17,3.62
20820,11.54,0.3
20821,1.73,5.12
20822,1.95,0.26
20823,1.31,0.15
20824,2.4,9.83
20825,0.5,1.04
20826,2.8,9.81
20827,5.55,0.18
20828,3.8,6.87
20829,4.12,1.08
20830,0.08,21.4
20831,0.57,0.78
20832,0.17,0.01
20833,0.14,2.85
20834,0.01,0.01
20835,1.67,48.85
20836,0.19,36.27
20837,0.01,0.42
20838,0.0,0.04
20839,0.66,0.02
20840,3.0,1.34
20841,21.07,2.26
20842,1.84,36.02
20843,0.8,0.77
20844,5.03,0.16
20845,1.03,0.09
20846,0.56,4.4
20847,0.11,9.36
20848,0.52,0.57
20849,0.06,0.78
20850,17.98,0.37
20851,1.3,2.81
20852,81.87,5.76
20853,15.44,4.23
20854,7.24,1.3
20855,146.09,0.21
20856,0.04,0.87
20857,0.06,0.44
20858,13.1,2.31
20859,0.79,4.8
20860,0.31,0.46
20861,0.27,23.6
20862,0.06,0.13
20863,10.51,0.04
20864,7.41,3.78
20865,3.31,1.29
20866,0.58,0.79
20867,0.09,22.87
20868,0.58,1.56
20869,0.11,0.07
20870,0.2,1.54
20871,0.04,7.4
20872,0.4,1.74
20873,1.44,0.77
20874,2.23,10.01
20875,19.09,0.34
20876,0.17,1.15
20877,0.56,0.45
20878,1.67,0.06
20879,0.57,10.33
20880,146.92,6.32
20881,0.17,0.89
20882,0.5,0.39
20883,0.61,0.76
20884,7.23,1.16
20885,26.82,4.21
20886,0.19,3.69
20887,11.04,0.03
20888,4.5,2.46
20889,0.4,2.62
20890,0.04,4.95
20891,79.99,1.1
20892,4.26,0.17
20893,6.32,16.95
20894,0.54,0.28
20895,211.78,8.19
20896,5.32,1.0
20897,0.08,2.27
20898,0.22,0.07
20899,0.27,44.85
20900,0.35,3.26
20901,0.09,0.66
20902,0.06,0.93
20903,3.28,0.63
20904,1.69,0.5
20905,0.61,0.13
20906,0.64,66.71
20907,0.32,3.03
20908,0.04,6.31
20909,0.49,0.36
20910,0.03,3.73
20911,11.36,48.23
20912,3.27,0.23
20913,3.15,3.24
20914,2.11,2.94
20915,0.0,0.36
20916,0.65,0.69
20917,0.02,0.65
20918,8.96,0.12
20919,0.3,3.61
20920,96.16,0.34
20921,0.13,0.25
20922,0.1,0.09
20923,31.74,2.55
20924,3.6,1.23
20925,12.72,145.02
20926,0.91,13.82
20927,1.59,11.09
20928,0.4,3.26
20929,0.07,10.24
20930,0.81,60.78
20931,0.21,0.07
20932,0.83,0.18
20933,0.01,0.05
20934,1.69,0.77
20935,0.41,6.32
20936,3.45,2.52
20937,12.79,0.13
20938,2.73,5.93
20939,0.65,0.57
20940,0.69,51.48
20941,1.25,0.61
20942,0.19,0.23
20943,0.43,0.08
20944,0.2,16.59
20945,5.63,4.03
20946,0.06,13.71
20947,1.9,0.07
20948,2.42,2.8
20949,0.14,0.22
20950,0.21,383.89
20951,0.74,0.65
20952,20.85,1.92
20953,0.68,9.4
20954,0.39,0.06
20955,1.34,0.09
20956,1.21,0.94
20957,3.73,1.47
20958,0.06,0.07
20959,0.12,4.0
20960,0.11,0.09
20961,1.67,0.69
20962,4.48,0.37
20963,0.09,2.32
20964,14.79,10.14
20965,0.55,8.45
20966,0.64,0.06
20967,0.93,0.66
20968,6.51,8.18
20969,0.03,37.58
20970,1.22,1.21
20971,0.54,0.04
20972,2.79,32.81
20973,3.17,0.24
20974,0.1,0.03
20975,12.19,1.03
20976,67.12,0.06
20977,74.47,0.74
20978,0.57,2.28
20979,14.51,38.3
20980,0.1,16.46
20981,1.37,0.49
20982,0.52,0.54
20983,6.27,0.97
20984,5.51,8.07
20985,62.52,1.2
20986,0.44,0.13
20987,10.17,1.28
20988,0.07,0.9
20989,8.58,3.12
20990,2.31,6.06
20991,0.54,2.21
20992,4.27,0.23
20993,0.19,0.7
20994,0.1,0.69
20995,20.34,1.75
20996,0.31,0.1
20997,0.11,3.56
20998,2.31,0.11
20999,1.55,3.81
21000,3.68,0.34
21001,1.04,0.95
21002,0.31,0.3
21003,0.14,5.88
21004,4.83,0.01
21005,9.39,0.06
21006,0.07,2.12
21007,0.17,4.95
21008,154.61,0.29
21009,44.64,13.86
21010,7.78,2.03
21011,0.15,0.0
21012,9.07,0.04
21013,2.29,0.17
21014,48.35,239.14
21015,1.34,1.13
21016,5.65,393.12
21017,0.16,0.01
21018,10.46,2.81
21019,10.22,0.17
21020,5.76,1.95
21021,0.12,5.13
21022,0.04,0.12
21023,0.04,0.53
21024,0.68,37.93
21025,0.01,0.05
21026,3.05,0.19
21027,0.61,6.59
21028,892.11,6.38
21029,0.84,0.38
21030,0.11,2.97
21031,13.38,0.03
21032,4.91,0.37
21033,0.53,0.66
21034,14.05,0.06
21035,0.14,1.25
21036,0.66,1.9
21037,19.42,2.43
21038,32.51,0.02
21039,2.14,0.16
21040,8.11,0.13
21041,0.22,0.35
21042,0.07,0.51
21043,12.35,1.02
21044,3.1,15.11
21045,0.13,0.62
21046,1.21,0.48
21047,9.65,1.53
21048,2.71,0.73
21049,2.65,0.37
21050,0.0,0.54
21051,0.02,0.64
21052,0.34,3.42
21053,0.33,14.24
21054,29.79,0.2
21055,0.53,4.85
21056,0.42,0.61
21057,0.2,0.6
21058,0.26,1.45
21059,0.1,0.28
21060,0.4,3.08
21061,0.82,0.08
21062,0.41,0.07
21063,1.82,0.15
21064,13.57,27.23
21065,0.36,0.17
21066,6.3,0.73
21067,4.72,0.17
21068,0.15,0.71
21069,0.21,0.04
21070,0.06,2.04
21071,1.05,0.69
21072,2.05,0.01
21073,6.44,4.65
21074,2.9,0.26
21075,0.03,3.6
21076,41.42,4.0
21077,0.22,17.39
21078,0.63,1.12
21079,7.23,0.01
21080,3.89,0.18
21081,0.34,0.58
21082,0.74,2.16
21083,1.01,2.63
21084,0.04,0.43
21085,4.49,3.42
21086,14.17,0.02
21087,0.48,29.74
21088,0.08,4.45
21089,1.14,3.44
21090,0.22,0.28
21091,0.33,289.74
21092,6.69,0.92
21093,0.52,3.55
21094,1.26,2.75
21095,0.04,0.05
21096,0.75,0.08
21097,1.42,2.9
21098,65.17,11.37
21099,2.84,10.33
21100,0.81,0.31
21101,3.46,1.65
21102,2.48,0.5
21103,3.19,0.09
21104,0.02,8.45
21105,0.08,0.26
21106,0.59,0.03
21107,0.1,2.45
21108,2.98,1.83
21109,0.02,0.67
21110,0.1,3.29
21111,3.03,6.71
21112,0.06,0.41
21113,62.9,43.23
21114,0.27,15.73
21115,0.1,3.76
21116,0.18,1.32
21117,0.72,0.02
21118,1.36,7.09
21119,1.52,0.71
21120,2.76,3.1
21121,0.07,0.76
21122,0.73,0.21
21123,3.19,0.2
21124,25.95,0.3
21125,0.99,0.86
21126,1.97,0.01
21127,20.59,0.44
21128,2.8,10.99
21129,0.74,1.15
21130,0.02,22.47
21131,0.08,0.43
21132,0.02,0.05
21133,0.16,27.3
21134,0.07,1.56
21135,1.39,2.37
21136,1.36,1.06
21137,0.1,7.33
21138,2.83,11.84
21139,2.46,6.12
21140,86.81,0.91
21141,0.37,2.33
21142,2.16,0.07
21143,0.32,1.01
21144,7.12,3.85
21145,59.09,0.63
21146,2.29,2.74
21147,41.24,0.28
21148,2.61,37.04
21149,6.39,0.1
21150,1.03,3.38
21151,0.93,0.4
21152,2.21,3.05
21153,0.05,4.66
21154,0.01,0.09
21155,0.52,1.33
21156,3.44,0.36
21157,0.87,1.16
21158,9.69,0.29
21159,0.28,0.09
21160,4.26,0.08
21161,19.18,0.14
21162,0.63,0.07
21163,0.27,1.3
21164,0.4,0.52
21165,16.41,0.72
21166,0.57,0.06
21167,197.61,0.42
21168,0.2,3.73
21169,4.54,0.95
21170,0.43,26.61
21171,2.58,0.54
21172,0.68,50.22
21173,11.22,0.86
21174,0.03,0.02
21175,1.63,0.36
21176,0.01,0.01
21177,3.78,0.93
21178,0.59,7.9
21179,0.0,0.47
21180,0.5,0.01
21181,2.65,0.01
21182,1.03,15.8
21183,0.08,8.91
21184,0.04,0.93
21185,1.09,0.07
21186,6.49,0.2
21187,0.23,3.28
21188,1.3,5.28
21189,0.14,1.82
21190,5.71,13.69
21191,5.24,22.22
21192,26.75,6.55
21193,0.38,3.93
21194,0.33,0.36
21195,69.8,0.77
21196,3.73,0.08
21197,15.25,0.01
21198,1.61,3.56
21199,2.27,1.05
21200,8.49,1.99
21201,12.0,0.78
21202,0.79,0.73
21203,8.93,0.66
21204,0.23,1.06
21205,4.72,25.84
21206,0.02,3.89
21207,0.29,0.32
21208,11.84,0.01
21209,0.11,1.37
21210,15.08,0.38
21211,15.6,2525.75
21212,3.23,0.28
21213,9.63,0.06
21214,1.2,0.54
21215,4.9,2.62
21216,0.84,6.9
21217,0.04,0.03
21218,8.75,0.1
21219,1.84,0.09
21220,5.7,6.69
21221,0.15,0.41
21222,0.56,0.0
21223,4.51,4.66
21224,11.74,5.31
21225,0.94,0.52
21226,0.5,0.08
21227,7.51,0.14
21228,0.84,0.23
21229,0.19,0.68
21230,5.95,1.3
21231,0.21,0.52
21232,0.08,0.38
21233,1.79,1.13
21234,756.13,0.5
21235,3.03,0.29
21236,0.09,0.06
21237,0.75,0.53
21238,22.49,0.07
21239,100.86,0.06
21240,10.06,15.78
21241,0.02,0.26
21242,3.03,1.38
21243,0.05,3.16
21244,1.2,1.25
21245,7.18,0.01
21246,10.55,6.24
21247,0.43,0.53
21248,66.86,0.1
21249,15.23,4.9
21250,28.12,0.1
21251,0.05,0.56
21252,5.82,2.05
21253,0.67,0.08
21254,0.25,1.81
21255,8.88,0.24
21256,1.48,0.01
21257,1.13,15.3
21258,0.01,4.31
21259,0.24,9.55
21260,95.53,1.14
21261,0.48,0.21
21262,5.02,0.9
21263,0.1,92.61
21264,1.35,0.71
21265,40.12,1.3
21266,0.5,0.7
21267,0.75,1.46
21268,6.76,0.13
21269,59.01,3.82
21270,0.35,4.21
21271,0.17,6.64
21272,0.02,1.62
21273,4.37,4.14
21274,6.39,6.56
21275,0.05,4.4
21276,0.63,1.63
21277,54.34,108.46
21278,14.55,2.47
21279,0.57,0.59
21280,0.34,4.02
21281,0.01,0.63
21282,9.0,9.18
21283,1.28,0.25
21284,3.32,20.05
21285,0.02,0.75
21286,1.22,0.25
21287,0.28,2.68
21288,21.87,0.12
21289,0.26,0.56
21290,0.86,0.27
21291,0.28,0.04
21292,0.15,0.56
21293,0.38,1.47
21294,2.89,10.84
21295,145.16,0.19
21296,14.04,0.37
21297,0.21,1.15
21298,0.01,1.85
21299,0.07,1.51
21300,0.01,0.15
21301,17.81,21.8
21302,0.64,0.48
21303,0.1,1.75
21304,0.49,0.04
21305,9.11,3.19
21306,0.13,0.34
21307,3.42,0.67
21308,3.31,0.04
21309,2.04,3.37
21310,3.87,0.69
21311,7.47,0.22
21312,0.51,17.17
21313,0.28,1.09
21314,0.01,0.38
21315,1.73,0.16
21316,0.92,1.86
21317,0.19,0.35
21318,2.95,1.03
21319,0.28,0.01
21320,0.02,0.44
21321,0.18,0.26
21322,0.38,0.33
21323,1.89,0.73
21324,0.39,7.02
21325,0.49,3.28
21326,5.74,0.27
21327,2.61,5.49
21328,0.39,2.41
21329,0.98,0.52
21330,6.73,0.98
21331,115.0,11.23
21332,1.73,0.73
21333,1.29,1.46
21334,0.11,30.71
21335,3.56,0.91
21336,0.25,0.71
21337,0.81,59.43
21338,3.64,0.2
21339,0.06,8.79
21340,0.18,0.07
21341,0.29,39.34
21342,2.4,0.3
21343,6.18,3.43
21344,1.38,9.75
21345,0.42,0.02
21346,7.57,0.11
21347,3.62,0.12
21348,0.21,4.5
21349,0.08,10.67
21350,1.19,4.66
21351,5.13,8.5
21352,15.64,5.64
21353,1.47,2.92
21354,3.2,0.54
21355,1.24,3.2
21356,0.06,1.02
21357,0.04,19.4
21358,0.44,0.06
21359,81.97,1.1
21360,0.99,0.87
21361,3.14,18.59
21362,4.42,0.43
21363,5.34,0.1
21364,19.53,0.08
21365,0.01,1.55
21366,0.41,0.97
21367,8.55,1.89
21368,2.34,0.89
21369,2.3,1.21
21370,1.28,0.61
21371,0.05,86.86
21372,0.67,0.33
21373,35.49,0.14
21374,3.8,2.09
21375,1.36,40.54
21376,1.95,0.01
21377,8.17,0.08
21378,0.04,1.59
21379,0.1,0.88
21380,0.29,0.43
21381,6.44,0.07
21382,0.02,296.51
21383,57.57,0.75
21384,2.47,32.85
21385,21.7,0.52
21386,25.88,28.39
21387,30.64,1.7
21388,115.14,0.5
21389,0.3,0.13
21390,0.47,1.1
21391,0.09,7.09
21392,4.09,3.4
21393,5.83,2.66
21394,1.1,36.56
21395,23.16,0.21
21396,13.28,0.38
21397,3.47,4.28
21398,0.28,0.89
21399,0.1,2.07
21400,0.02,0.08
21401,2.81,4.35
21402,0.93,0.57
21403,2.26,0.91
21404,0.23,0.17
21405,0.26,1.48
21406,12.42,12.88
21407,0.08,0.02
21408,1.53,1.17
21409,8.1,38.38
21410,0.53,0.35
21411,4.82,0.48
21412,0.87,0.14
21413,276.94,5.52
21414,0.48,0.04
21415,0.34,4.78
21416,5.12,4.71
21417,0.61,0.75
21418,2.83,0.4
21419,1.01,0.21
21420,0.7,0.96
21421,2.46,0.26
21422,10.8,6.7
21423,3.6,10.55
21424,2.45,0.01
21425,1.75,2.98
21426,0.04,2.41
21427,0.68,21.37
21428,0.26,0.22
21429,7.45,0.05
21430,1.11,1.12
21431,0.15,4.26
21432,0.1,1.39
21433,0.51,0.07
21434,2.25,0.69
21435,9.58,3.69
21436,1.55,0.07
21437,0.56,6.61
21438,0.59,5.49
21439,14.82,0.25
21440,2.58,0.55
21441,1.13,20.38
21442,42.33,0.5
21443,0.11,2.98
21444,0.74,6.06
21445,1.03,1.56
21446,0.05,0.19
21447,1.39,0.08
21448,77.84,25.34
21449,6.04,1.37
21450,33.46,5.73
21451,3.86,0.69
21452,0.2,71.33
21453,4.69,0.07
21454,9.08,8.97
21455,0.02,2.36
21456,0.96,1.79
21457,0.93,0.67
21458,33.53,0.07
21459,5.26,1.75
21460,0.08,3.78
21461,9.51,38.47
21462,0.03,0.17
21463,0.08,12.91
21464,7.77,0.89
21465,0.12,5.38
21466,0.92,1.25
21467,2.89,0.13
21468,0.52,0.3
21469,0.51,0.3
21470,0.04,6.19
21471,0.13,1.22
21472,1.59,0.05
21473,0.97,0.04
21474,2.33,42.98
21475,6.17,5.58
21476,0.03,0.05
21477,0.18,16.61
21478,0.73,0.93
21479,1.48,0.61
21480,0.25,1.5
21481,1.04,1.69
21482,60.59,0.08
21483,3.52,1.62
21484,0.12,1.13
21485,5.54,0.03
21486,0.33,1.34
21487,0.73,36.76
21488,0.86,33.61
21489,3.62,1.39
21490,83.37,0.68
21491,6.09,0.06
21492,1.62,0.3
21493,17.22,0.1
21494,2.34,34.29
21495,40.06,0.0
21496,0.95,0.04
21497,1.01,0.49
21498,28.21,0.46
21499,240.81,0.15
21500,0.39,7.94
21501,16.95,0.81
21502,18.33,27.57
21503,3.05,0.77
21504,0.15,0.74
21505,326.99,14.81
21506,0.5,0.36
21507,0.03,0.02
21508,0.48,12.05
21509,0.06,35.98
21510,6.22,1.11
21511,0.2,57.55
21512,16.09,9.71
21513,5.11,0.0
21514,0.02,2.2
21515,10.01,5.1
21516,1.48,1.11
21517,10.36,0.07
21518,2.61,0.35
21519,0.6,0.12
21520,4.29,2.47
21521,1.21,1.31
21522,8.88,3.53
21523,0.21,0.22
21524,0.04,21.84
21525,0.21,0.16
21526,0.57,1.05
21527,17.05,1.2
21528,0.85,1.09
21529,0.66,6.71
21530,0.17,6.34
21531,1.63,0.43
21532,2.43,1.18
21533,3.3,0.01
21534,0.94,25.37
21535,0.91,0.33
21536,1.31,0.96
21537,11.18,0.08
21538,10.97,0.01
21539,0.27,0.08
21540,4.19,0.0
21541,3.83,19.54
21542,1.75,9.44
21543,1.95,0.27
21544,1.52,0.67
21545,0.02,0.01
21546,0.44,0.26
21547,0.83,17.67
21548,1.15,0.09
21549,15.71,0.07
21550,0.77,18.21
21551,0.08,5.46
21552,0.76,6.07
21553,1.35,0.15
21554,0.14,5.89
21555,1.8,8.16
21556,0.45,0.12
21557,0.03,0.79
21558,9.08,0.85
21559,2.56,11.06
21560,2.45,0.45
21561,3.24,0.3
21562,0.54,9.85
21563,0.05,292.63
21564,1.58,0.9
21565,0.04,46.24
21566,12.92,0.3
21567,0.03,0.88
21568,0.83,3.93
21569,0.05,0.53
21570,0.47,0.52
21571,1.95,0.17
21572,24.38,142.93
21573,0.11,0.48
21574,1.57,1.42
21575,0.11,0.72
21576,5.96,3.25
21577,2.84,1.05
21578,3.69,9.28
21579,0.06,2.85
21580,1.56,4.08
21581,1.55,1.04
21582,1.06,0.08
21583,3.79,2.19
21584,0.1,0.19
21585,0.02,2.76
21586,0.35,0.17
21587,172.02,0.95
21588,10.65,0.16
21589,20.41,0.62
21590,3.05,0.17
21591,0.29,1.77
21592,17.86,3.63
21593,452.11,2.06
21594,0.25,0.09
21595,0.22,0.31
21596,3.51,2.83
21597,17.08,2.08
21598,0.1,0.03
21599,0.13,0.0
21600,1.45,0.11
21601,12.85,1.4
21602,1.95,0.49
21603,2.68,17.95
21604,0.04,0.17
21605,22.82,28.96
21606,0.39,1.85
21607,0.07,0.27
21608,1.82,0.02
21609,1.04,2.05
21610,39.31,41.97
21611,3.71,0.42
21612,0.3,9.79
21613,22.53,6.02
21614,2.51,4.54
21615,3.5,0.8
21616,1.4,0.05
21617,0.1,0.14
21618,1.5,0.05
21619,14.87,0.02
21620,6.41,0.47
21621,0.27,0.23
21622,1.64,27.2
21623,0.16,6.29
21624,0.59,11.31
21625,2.36,0.18
21626,3.47,45.93
21627,5.27,0.61
21628,139.13,1.29
21629,0.09,0.24
21630,12.36,0.14
21631,1.61,3.02
21632,0.6,0.79
21633,0.15,0.54
21634,17.97,8.93
21635,2.58,7.34
21636,0.03,2.06
21637,1.31,0.72
21638,0.29,28.82
21639,12.55,6.26
21640,1.71,4.34
21641,0.43,0.29
21642,0.14,0.18
21643,0.67,0.05
21644,4.28,0.67
21645,0.86,0.38
21646,21.79,0.24
21647,0.24,5.23
21648,1.7,0.39
21649,1.45,4.15
21650,0.23,2.77
21651,0.23,1.31
21652,165.55,0.28
21653,0.51,0.81
21654,1.03,0.63
21655,0.03,3.21
21656,17.2,0.5
21657,31.7,0.17
21658,2.83,47.42
21659,2.12,12.42
21660,105.59,0.84
21661,0.32,11.64
21662,12.57,1.49
21663,0.77,1.1
21664,0.08,9.92
21665,4.86,0.39
21666,11.03,6.92
21667,27.68,11.33
21668,1.63,0.07
21669,0.14,3.1
21670,0.08,1.78
21671,6.42,249.77
21672,0.02,0.42
21673,21.06,15.61
21674,30.71,0.0
21675,2.18,13.73
21676,0.97,0.08
21677,0.43,0.2
21678,0.11,2.53
21679,12.72,0.09
21680,0.58,0.02
21681,39.14,3.69
21682,1.95,0.42
21683,19.52,1.84
21684,0.04,0.42
21685,12.37,0.9
21686,1.11,27.2
21687,0.45,1.97
21688,102.09,0.08
21689,0.17,0.68
21690,0.79,2.89
21691,1.07,0.08
21692,0.02,20.66
21693,2.95,0.83
21694,0.08,1.31
21695,44.83,10.59
21696,1.79,0.16
21697,0.61,0.09
21698,0.1,15.32
21699,0.42,5.33
21700,0.05,1.5
21701,1.31,2.71
21702,7.41,1.74
21703,2.14,0.16
21704,4.88,0.1
21705,0.14,0.08
21706,2.15,0.47
21707,0.29,1.56
21708,0.03,1.75
21709,0.0,0.09
21710,2.54,0.24
21711,0.04,0.04
21712,0.35,0.03
21713,4.17,0.14
21714,7.87,0.43
21715,11.68,0.12
21716,2.52,8.69
21717,0.14,0.02
21718,24.34,0.0
21719,0.02,3.57
21720,9.69,3.14
21721,1.7,0.9
21722,0.01,1.1
21723,13.62,0.04
21724,0.06,0.24
21725,0.19,2.44
21726,1.1,0.13
21727,0.33,0.26
21728,2.03,0.84
21729,0.39,0.37
21730,0.32,0.04
21731,2.24,0.03
21732,0.18,12.06
21733,83.79,7.11
21734,56.53,0.03
21735,0.01,0.19
21736,4.38,2.5
21737,0.12,0.27
21738,1.45,0.28
21739,1.19,0.2
21740,0.74,0.04
21741,29.16,0.83
21742,0.0,3.35
21743,12.63,9.22
21744,2.27,0.33
21745,1.69,1.66
21746,12.67,1.31
21747,0.8,2.56
21748,28.74,3.03
21749,2.3,87.33
21750,2.95,3.12
21751,0.33,0.76
21752,3.38,0.49
21753,1.85,0.41
21754,0.02,0.05
21755,13.74,10.92
21756,0.02,0.12
21757,0.87,4.86
21758,2.87,0.02
21759,2.54,6.55
21760,1.03,0.2
21761,1.59,321.75
21762,0.21,0.25
21763,0.02,0.32
21764,4.91,5.21
21765,1.74,0.34
21766,0.95,2.13
21767,0.05,0.47
21768,0.36,0.13
21769,2.37,0.02
21770,33.3,0.19
21771,0.02,0.52
21772,1.3,0.17
21773,2.27,2.89
21774,0.78,0.07
21775,0.52,0.85
21776,0.38,6.19
21777,0.15,1.33
21778,3.97,1.45
21779,0.04,8.88
21780,3.08,0.29
21781,1.34,0.66
21782,0.37,0.74
21783,0.12,92.15
21784,3.3,10.28
21785,9.24,6.68
21786,0.32,5.08
21787,16.68,0.58
21788,124.65,0.06
21789,0.03,0.48
21790,10.0,1.71
21791,0.08,1.42
21792,1.04,0.25
21793,8.38,0.17
21794,0.41,4.33
21795,1.04,0.74
21796,20.0,0.73
21797,0.23,46.24
21798,0.38,0.87
21799,0.15,0.62
21800,0.08,78.58
21801,0.21,2.12
21802,5.68,1.97
21803,0.44,0.7
21804,0.09,33.17
21805,0.9,4.03
21806,12.66,5.34
21807,1.94,216.53
21808,3.23,0.38
21809,9.17,1.38
21810,1.54,4.79
21811,1.39,0.03
21812,3.13,2.92
21813,0.24,1.06
21814,0.7,0.22
21815,0.18,7.65
21816,4.81,0.12
21817,0.15,0.06
21818,0.02,7.56
21819,8.2,60.16
21820,0.02,0.11
21821,2.51,0.99
21822,6.32,0.11
21823,1.44,0.02
21824,0.07,0.85
21825,8.38,0.03
21826,0.27,0.15
21827,0.64,21.19
21828,0.06,12.61
21829,0.9,0.75
21830,1.2,2.38
21831,0.23,0.54
21832,8.9,0.05
21833,6.79,0.21
21834,0.79,0.17
21835,0.07,0.1
21836,0.14,0.02
21837,1.25,0.01
21838,2.63,1.51
21839,0.09,0.05
21840,6.81,11.33
21841,19.08,15.47
21842,5.42,0.08
21843,122.52,34.35
21844,25.02,50.89
21845,0.55,4.17
21846,1.6,0.41
21847,17.12,0.44
21848,1.54,0.61
21849,3.02,0.22
21850,0.14,0.22
21851,0.09,0.6
21852,0.08,0.56
21853,0.46,1.85
21854,53.54,5.78
21855,333.59,1.17
21856,2.06,0.41
21857,0.07,0.03
21858,36.11,1.75
21859,4.55,0.11
21860,0.25,2.42
21861,117.99,9.27
21862,0.98,2.52
21863,8.67,0.07
21864,0.13,2.51
21865,5.39,10.57
21866,0.33,0.02
21867,9.68,1.75
21868,0.17,0.32
21869,26.99,1.1
21870,0.07,2.47
21871,1.02,0.24
21872,5.49,7.59
21873,2.37,0.15
21874,2.9,0.3
21875,0.36,0.05
21876,0.38,0.46
21877,0.06,0.54
21878,2.18,0.39
21879,2.32,1.56
21880,0.26,2.04
21881,0.52,0.28
21882,5.68,0.11
21883,0.67,0.4
21884,2.22,0.1
21885,0.03,0.18
21886,0.16,9.61
21887,0.26,0.19
21888,0.59,1.33
21889,7.56,5.6
21890,0.43,0.39
21891,2.03,2.14
21892,0.62,4.01
21893,2.27,77.05
21894,59.03,1.5
21895,21.75,0.01
21896,0.05,0.88
21897,32.46,27.63
21898,127.97,4.62
21899,16.77,0.07
21900,5.42,1.76
21901,0.42,0.27
21902,0.0,0.14
21903,4.18,2.7
21904,0.03,6.43
21905,0.15,0.17
21906,12.1,4.41
21907,84.32,1.05
21908,27.55,0.2
21909,1.13,6.96
21910,12.42,2.39
21911,0.15,18.16
21912,0.08,0.89
21913,0.12,12.73
21914,3.05,0.37
21915,0.57,0.08
21916,0.23,3.1
21917,0.18,1.64
21918,1.22,1.95
21919,30.01,6.61
21920,0.55,5.53
21921,0.09,1.7
21922,0.53,18.5
21923,3.57,0.66
21924,199.06,1.96
21925,0.19,3.56
21926,0.18,0.15
21927,0.02,7.12
21928,0.28,2.67
21929,4.82,0.97
21930,0.81,1.36
21931,0.18,0.2
21932,0.78,0.4
21933,4.77,8.38
21934,0.64,0.33
21935,0.04,0.45
21936,1.72,0.02
21937,4.31,0.04
21938,0.76,0.76
21939,0.54,0.18
21940,5.54,6.4
21941,0.84,1.05
21942,0.67,44.77
21943,1.35,0.57
21944,1.69,0.81
21945,120.84,0.04
21946,0.36,0.09
21947,26.4,0.27
21948,5.77,0.22
21949,1.68,0.0
21950,0.26,0.57
21951,2.79,1.07
21952,0.1,0.77
21953,3.81,0.65
21954,0.61,0.17
21955,0.98,0.23
21956,2.01,0.14
21957,1.63,0.23
21958,0.21,0.03
21959,0.28,1.39
21960,0.23,0.1
21961,0.04,0.7
21962,0.04,1.87
21963,32.29,16.63
21964,2.89,2.51
21965,1.03,2.42
21966,9.63,0.23
21967,0.87,0.67
21968,0.52,3.18
21969,17.82,0.07
21970,0.27,3.65
21971,0.8,0.12
21972,6.75,3.59
21973,9.14,0.19
21974,28.52,0.01
21975,0.76,1.06
21976,0.16,0.23
21977,2.64,0.01
21978,74.8,3.83
21979,0.17,0.43
21980,0.41,1.49
21981,6.49,1.44
21982,0.01,1.64
21983,0.33,2.41
21984,0.87,0.19
21985,0.53,58.16
21986,7.54,1.43
21987,1.59,13.08
21988,2.03,220.97
21989,2.09,0.27
21990,6.45,0.07
21991,11.16,0.24
21992,7.08,5.4
21993,0.18,0.07
21994,0.03,0.05
21995,0.82,23.31
21996,5.84,0.69
21997,35.16,0.81
21998,0.66,0.92
21999,3.28,7.93
22000,0.11,0.48
22001,9.18,6.83
22002,0.03,0.35
22003,0.06,18.69
22004,0.25,6.62
22005,17.07,1.53
22006,1.03,0.02
22007,1.09,0.03
22008,44.68,0.05
22009,2.51,0.07
22010,0.28,54.51
22011,30.55,0.38
22012,23.29,9.2
22013,5.26,19.72
22014,0.35,5.99
22015,23.19,2.16
22016,1.21,0.19
22017,0.12,0.19
22018,3.94,10.75
22019,14.6,1.75
22020,0.27,50.53
22021,1.23,1.14
22022,0.03,2.68
22023,1.26,7.8
22024,0.4,6.65
22025,2.28,1.78
22026,0.86,0.27
22027,5.45,5.31
22028,0.6,0.54
22029,0.11,36.09
22030,9.37,1.14
22031,0.22,1.28
22032,0.0,1.1
22033,1.91,7.69
22034,1.39,1.98
22035,0.06,1.59
22036,25.57,1.91
22037,10.38,0.44
22038,0.14,1.85
22039,0.63,2.61
22040,15.53,0.18
22041,0.87,0.3
22042,4.65,0.19
22043,1.1,1.82
22044,0.44,7.21
22045,12.04,0.03
22046,3.77,0.25
22047,7.14,0.04
22048,58.61,0.02
22049,0.08,1.0
22050,2.96,0.98
22051,1.36,54.59
22052,0.14,6.85
22053,0.04,0.45
22054,0.05,13.99
22055,0.49,0.16
22056,175.66,2.11
22057,2.53,1.16
22058,3.29,0.11
22059,0.82,0.19
22060,0.01,0.01
22061,0.83,0.26
22062,0.39,1.2
