,a,b
2567,296.24,319.04
2568,301.57,297.09
2569,283.12,309.51
2570,302.06,304.72
2571,304.48,322.74
2572,294.96,304.19
2573,304.17,304.85
2574,281.9,291.42
2575,297.47,297.45
2576,297.28,286.68
2577,302.45,332.64
2578,321.42,300.65
2579,297.46,298.07
2580,315.09,300.44
2581,288.11,304.15
2582,308.35,305.77
2583,299.19,282.19
2584,298.22,313.07
2585,307.95,300.86
2586,302.11,299.61
2587,291.33,318.39
2588,277.57,302.92
2589,302.9,292.2
2590,308.58,291.46
2591,294.29,308.1
2592,292.31,300.82
2593,314.38,301.61
2594,290.8,287.18
2595,303.64,301.88
2596,286.29,293.43
2597,299.61,292.06
2598,287.01,313.21
2599,300.12,303.08
2600,281.2,297.32
2601,271.38,310.24
2602,304.72,319.22
2603,310.02,284.84
2604,303.05,309.73
2605,293.22,302.78
2606,305.66,299.39
2607,298.19,314.44
2608,323.86,308.79
2609,299.74,295.62
2610,272.85,312.99
2611,295.93,298.28
2612,301.44,300.09
2613,317.24,286.86
2614,303.51,300.61
2615,312.19,306.25
2616,277.21,296.87
2617,306.36,300.5
2618,296.56,313.12
2619,307.7,298.68
2620,288.47,293.78
2621,302.86,317.43
2622,303.09,292.95
2623,315.11,275.93
2624,300.3,287.09
2625,304.01,297.5
2626,281.66,287.82
2627,299.11,288.47
2628,303.47,295.06
2629,290.53,298.23
2630,299.36,297.5
2631,284.97,299.97
2632,309.74,311.16
2633,292.79,333.59
2634,308.11,312.18
2635,306.32,306.94
2636,298.53,293.28
2637,305.83,301.13
2638,307.39,289.46
2639,304.04,299.96
2640,309.04,289.1
2641,285.25,311.14
2642,273.86,321.51
2643,281.21,309.96
2644,297.71,327.27
2645,293.13,288.89
2646,294.43,309.14
2647,293.23,299.07
2648,315.39,302.01
2649,294.49,289.36
2650,301.54,299.67
2651,301.34,299.22
2652,306.57,293.11
2653,287.26,311.77
2654,291.34,307.89
2655,298.62,312.32
2656,295.77,294.88
2657,284.59,293.55
2658,303.89,288.39
2659,288.51,308.66
2660,286.74,310.06
2661,309.87,299.92
2662,300.35,292.97
2663,291.78,301.15
2664,292.55,305.18
2665,313.74,305.57
2666,286.51,297.64
2667,284.21,311.6
2668,290.91,313.36
2669,293.14,291.24
2670,301.8,303.45
2671,299.55,301.06
2672,301.37,287.17
2673,294.15,294.56
2674,300.25,302.91
2675,295.61,312.36
2676,300.73,293.06
2677,302.53,296.39
2678,301.92,298.14
2679,271.71,295.99
2680,311.51,285.71
2681,323.95,308.74
2682,305.52,297.96
2683,293.88,304.81
2684,295.34,307.18
2685,309.03,295.84
2686,306.34,290.35
2687,295.02,293.18
2688,305.69,295.05
2689,300.34,291.82
2690,296.86,297.09
2691,297.56,285.78
2692,285.44,295.59
2693,289.23,294.1
2694,298.38,302.69
2695,297.53,305.23
2696,299.66,318.47
2697,305.49,312.3
2698,309.87,307.27
2699,305.33,300.46
2700,300.52,301.12
2701,283.74,304.23
2702,304.36,298.26
2703,303.94,300.94
2704,302.34,291.97
2705,299.08,304.39
2706,314.8,291.45
2707,311.13,295.84
2708,288.02,295.11
2709,311.3,326.28
2710,279.76,301.87
2711,309.36,310.46
2712,318.2,288.12
2713,283.99,306.47
2714,291.29,297.73
2715,299.48,310.04
2716,296.81,296.76
2717,305.33,289.15
2718,316.05,308.36
2719,322.38,301.13
2720,302.43,287.45
2721,298.39,299.7
2722,306.7,291.16
2723,283.57,307.68
2724,304.03,301.54
2725,299.75,304.33
2726,305.16,291.16
2727,293.97,314.19
2728,303.39,294.91
2729,308.63,303.77
2730,311.53,298.34
2731,314.92,301.54
2732,303.07,288.45
2733,309.57,301.54
2734,279.01,304.75
2735,314.1,287.91
2736,304.13,311.15
2737,288.33,290.77
2738,306.36,295.15
2739,299.54,294.37
2740,302.93,312.44
2741,298.59,295.56
2742,300.66,296.42
2743,303.5,304.05
2744,287.69,302.26
2745,297.85,312.28
2746,316.93,296.51
2747,287.89,294.63
2748,293.87,292.76
2749,295.16,292.73
2750,303.78,307.86
2751,297.89,305.78
2752,301.43,297.26
2753,299.3,299.3
2754,301.99,278.42
2755,309.97,309.01
2756,294.58,305.21
2757,303.0,279.38
2758,302.82,295.03
2759,293.06,299.69
2760,305.49,315.12
2761,289.6,303.27
2762,298.4,313.22
2763,302.24,316.55
2764,309.42,308.02
2765,282.81,291.16
2766,305.71,287.31
2767,293.31,297.77
2768,312.17,308.49
2769,294.82,305.08
2770,297.05,287.67
2771,298.06,308.03
2772,295.83,291.72
2773,307.47,296.86
2774,309.77,310.96
2775,299.52,302.05
2776,289.34,295.45
2777,295.55,293.1
2778,301.21,301.47
2779,306.33,303.54
2780,312.95,299.28
2781,292.65,293.01
2782,277.24,305.48
2783,302.63,309.29
2784,306.6,289.52
2785,299.9,307.29
2786,291.76,294.66
2787,305.15,298.25
2788,289.15,310.46
2789,299.31,288.45
2790,304.66,299.57
2791,307.65,317.88
2792,298.13,315.51
2793,293.91,295.21
2794,305.55,290.02
2795,283.06,313.62
2796,312.39,303.33
2797,310.15,303.69
2798,303.11,285.44
2799,292.69,301.92
2800,309.32,285.48
2801,307.08,298.19
2802,309.24,319.4
2803,319.48,313.42
2804,289.32,316.85
2805,303.15,301.46
2806,304.3,304.81
2807,290.01,297.0
2808,307.8,321.19
2809,310.3,295.73
2810,308.9,286.65
2811,298.36,296.24
2812,312.72,311.53
2813,300.1,295.56
2814,309.23,302.8
2815,305.12,286.4
2816,296.46,294.14
2817,297.47,287.47
2818,298.98,289.28
2819,299.34,298.0
2820,323.11,306.4
2821,299.94,319.92
2822,295.69,306.21
2823,305.27,289.52
2824,308.25,289.35
2825,290.73,285.05
2826,287.0,299.21
2827,285.39,290.51
2828,291.98,298.01
2829,287.7,288.85
2830,305.75,316.06
2831,288.76,297.24
2832,310.08,307.8
2833,283.4,297.42
2834,297.93,323.29
2835,318.06,286.03
2836,306.73,306.02
2837,286.12,314.71
2838,301.51,300.59
2839,295.94,310.73
2840,288.5,300.63
2841,306.25,312.63
2842,295.29,301.0
2843,301.06,319.04
2844,310.65,285.63
2845,304.63,309.33
2846,296.96,296.51
2847,283.23,297.29
2848,282.03,307.36
2849,291.72,295.17
2850,303.66,294.75
2851,298.4,307.38
2852,275.01,290.17
2853,300.01,298.93
2854,297.91,311.94
2855,295.27,293.09
2856,294.32,313.71
2857,303.07,290.44
2858,297.47,303.83
2859,305.78,302.11
2860,294.83,287.02
2861,291.17,309.05
2862,302.08,286.68
2863,307.39,315.19
2864,301.94,316.56
2865,312.57,294.53
2866,307.22,301.71
2867,283.52,299.07
2868,311.37,286.29
2869,302.29,292.33
2870,285.55,300.18
2871,300.2,300.76
2872,311.28,313.49
2873,289.41,296.05
2874,309.65,295.22
2875,308.43,307.71
2876,294.34,308.76
2877,298.68,298.47
2878,302.14,303.1
2879,311.14,295.04
2880,304.79,299.31
2881,289.31,279.39
2882,292.07,282.98
2883,325.98,309.63
2884,311.18,294.38
2885,308.05,289.74
2886,313.01,306.02
2887,302.35,321.89
2888,306.85,311.44
2889,288.6,305.33
2890,304.08,301.16
2891,314.93,319.73
2892,280.03,318.92
2893,309.03,303.85
2894,291.63,298.03
2895,290.92,302.68
2896,300.84,307.02
2897,300.68,300.06
2898,300.93,296.42
2899,309.84,295.35
2900,293.9,286.59
2901,299.28,298.61
2902,295.5,304.1
2903,314.4,287.74
2904,306.74,292.22
2905,283.33,310.79
2906,313.97,292.57
2907,296.6,304.62
2908,307.97,289.49
2909,314.4,280.89
2910,296.34,304.17
2911,299.17,306.66
2912,307.87,302.67
2913,304.6,299.77
2914,295.19,314.93
2915,308.46,297.17
2916,309.72,292.14
2917,285.67,302.69
2918,300.95,310.73
2919,306.39,303.5
2920,292.68,310.52
2921,303.77,315.65
2922,306.08,292.22
2923,314.61,298.79
2924,286.12,297.45
2925,295.89,305.96
2926,295.8,283.85
2927,318.06,309.72
2928,303.78,286.04
2929,297.31,303.81
2930,277.5,296.67
2931,301.84,295.4
2932,301.28,305.47
2933,305.24,287.47
2934,307.29,305.78
2935,300.83,296.56
2936,291.4,286.13
2937,293.14,309.8
2938,278.97,287.53
2939,287.71,305.93
2940,309.5,295.77
2941,309.48,296.08
2942,295.86,313.57
2943,294.69,302.78
2944,298.62,297.54
2945,307.66,308.63
2946,282.89,295.17
2947,298.09,315.67
2948,286.91,293.65
2949,294.41,305.12
2950,306.66,294.11
2951,311.47,306.82
2952,284.53,291.02
2953,312.84,298.85
2954,311.3,306.9
2955,294.39,286.73
2956,288.3,297.77
2957,315.93,303.71
2958,287.82,294.68
2959,296.58,296.06
2960,284.08,306.4
2961,305.24,308.16
2962,308.79,283.8
2963,297.51,290.56
2964,296.75,273.2
2965,310.55,298.75
2966,285.87,305.28
2967,302.04,290.39
2968,288.04,286.98
2969,297.41,303.39
2970,304.82,293.74
2971,289.68,319.51
2972,317.1,313.71
2973,302.51,280.43
2974,282.99,305.8
2975,296.89,305.58
2976,288.78,306.11
2977,300.32,298.68
2978,323.78,284.4
2979,286.58,300.05
2980,279.99,293.62
2981,304.61,316.76
2982,290.11,304.77
2983,304.75,311.61
2984,321.56,288.45
2985,293.56,298.93
2986,295.12,296.59
2987,319.22,289.94
2988,303.85,294.12
2989,278.86,283.18
2990,321.26,299.73
2991,291.48,289.41
2992,287.9,299.65
2993,294.4,302.13
2994,290.26,295.64
2995,306.47,291.01
2996,314.54,306.3
2997,301.84,306.06
2998,308.46,293.19
2999,313.64,308.49
3000,302.42,271.85
3001,282.57,299.66
3002,303.55,302.89
3003,307.38,297.88
3004,294.91,281.6
3005,272.9,298.18
3006,303.81,307.76
3007,304.59,301.3
3008,305.34,285.28
3009,302.14,299.12
3010,305.49,315.96
3011,301.78,311.34
3012,302.86,313.72
3013,311.63,298.29
3014,295.63,306.56
3015,291.39,298.85
3016,317.25,298.29
3017,311.82,288.52
3018,312.65,299.47
3019,290.89,309.56
3020,301.29,300.66
3021,289.93,280.97
3022,296.19,305.21
3023,307.02,288.38
3024,279.61,304.67
3025,318.54,291.44
3026,299.41,315.07
3027,280.33,297.44
3028,295.52,309.93
3029,307.94,285.31
3030,293.22,297.66
3031,312.83,300.79
3032,290.31,285.42
3033,292.8,293.73
3034,297.48,294.04
3035,293.87,300.36
3036,293.54,300.04
3037,290.46,282.84
3038,300.25,311.09
3039,302.18,305.66
3040,305.1,293.37
3041,314.97,309.08
3042,285.84,297.07
3043,290.43,293.61
3044,295.76,286.05
3045,292.86,273.17
3046,301.05,302.33
3047,304.31,310.71
3048,294.44,305.69
3049,292.9,305.68
3050,304.95,318.95
3051,310.31,284.79
3052,301.05,306.71
3053,294.7,319.7
3054,322.06,298.46
3055,295.06,319.2
3056,294.54,296.88
3057,281.3,294.34
3058,288.08,280.99
3059,317.25,305.96
3060,291.48,308.55
3061,288.75,306.18
3062,313.89,302.64
3063,283.73,307.84
3064,296.84,298.68
3065,296.0,283.41
3066,296.58,303.44
3067,313.35,306.12
3068,317.59,327.91
3069,319.34,296.15
3070,302.76,301.91
3071,305.27,282.95
3072,309.63,282.67
3073,290.79,288.88
3074,311.91,315.1
3075,284.37,301.73
3076,314.22,301.07
3077,306.36,295.13
3078,287.38,302.7
3079,305.24,309.06
3080,310.77,306.24
3081,288.4,299.57
3082,309.29,302.11
3083,272.65,304.2
3084,287.56,307.28
3085,300.98,304.07
3086,283.38,297.5
3087,293.41,286.3
3088,283.64,301.47
3089,291.87,300.35
3090,308.22,299.14
3091,302.61,295.82
3092,295.91,288.56
3093,301.64,310.54
3094,288.17,293.28
3095,312.01,299.15
3096,296.81,295.02
3097,303.59,286.87
3098,303.04,306.51
3099,318.02,284.1
3100,302.22,299.38
3101,326.25,295.28
3102,285.18,299.63
3103,292.38,289.37
3104,293.52,309.6
3105,285.92,312.4
3106,296.3,306.45
3107,319.94,294.54
3108,293.52,286.08
3109,294.16,319.77
3110,300.58,279.8
3111,285.45,287.29
3112,292.94,302.91
3113,318.06,304.56
3114,308.72,287.68
3115,293.13,304.14
3116,307.88,285.41
3117,289.57,306.63
3118,313.11,303.6
3119,282.43,299.51
3120,310.35,310.44
3121,290.16,302.99
3122,303.36,276.33
3123,308.11,307.71
3124,294.89,302.6
3125,293.19,309.54
3126,301.7,297.67
3127,307.61,307.63
3128,294.84,296.66
3129,293.52,304.48
3130,290.49,309.17
3131,303.61,294.71
3132,313.53,293.9
3133,286.59,300.78
3134,307.94,308.23
3135,294.4,304.02
3136,298.45,302.0
3137,297.32,307.21
3138,305.87,304.12
3139,314.18,290.13
3140,311.58,313.8
3141,296.59,313.15
3142,312.58,311.02
3143,307.31,283.46
3144,296.51,312.75
3145,288.65,289.55
3146,284.25,300.39
3147,303.6,298.51
3148,314.81,316.72
3149,286.0,310.07
3150,314.52,300.27
3151,308.78,305.12
3152,318.23,294.34
3153,290.32,289.66
3154,294.43,306.91
3155,307.33,308.07
3156,310.4,300.83
3157,313.72,316.1
3158,285.41,318.48
3159,285.06,296.23
3160,305.62,303.34
3161,296.7,305.73
3162,290.51,281.86
3163,312.74,312.38
3164,303.85,310.77
3165,301.94,304.88
3166,318.3,300.79
3167,306.16,297.35
3168,312.53,314.84
3169,301.51,294.94
3170,296.17,305.16
3171,292.18,300.31
3172,310.57,314.04
3173,312.03,315.84
3174,289.98,302.52
3175,294.72,301.27
3176,295.27,289.05
3177,309.67,290.63
3178,293.36,304.54
3179,301.53,305.29
3180,292.59,301.19
3181,299.82,288.86
3182,303.36,291.21
3183,316.17,271.82
3184,301.07,298.66
3185,306.04,274.77
3186,299.29,280.51
3187,297.16,289.59
3188,288.21,308.95
3189,300.55,287.19
3190,299.79,305.13
3191,299.07,318.08
3192,299.58,305.87
3193,292.38,304.51
3194,283.35,286.78
3195,302.6,295.31
3196,311.54,281.97
3197,311.12,304.8
3198,295.83,304.07
3199,302.02,312.79
3200,309.78,299.26
3201,311.49,302.03
3202,293.97,290.2
3203,290.67,303.02
3204,304.11,311.01
3205,320.71,303.91
3206,299.73,307.12
3207,297.55,300.12
3208,301.22,304.05
3209,292.66,300.59
3210,309.3,290.86
3211,290.27,298.72
3212,295.44,306.94
3213,291.52,303.0
3214,294.36,298.45
3215,292.63,290.97
3216,289.3,304.84
3217,290.76,294.43
3218,316.29,297.61
3219,296.53,306.04
3220,294.72,310.36
3221,310.16,294.11
3222,312.06,295.78
3223,322.19,307.2
3224,301.11,296.92
3225,290.99,316.8
3226,307.08,309.48
3227,296.8,300.68
3228,305.52,289.01
3229,308.03,308.05
3230,298.49,301.7
3231,304.03,284.85
3232,293.78,290.85
3233,292.97,297.92
3234,305.39,306.31
3235,282.82,279.91
3236,286.15,298.23
3237,294.29,300.77
3238,304.74,321.51
3239,288.96,301.95
3240,281.6,301.44
3241,320.8,298.95
3242,291.12,302.61
3243,288.9,305.25
3244,301.33,297.06
3245,305.92,304.04
3246,324.03,317.91
3247,295.53,296.8
3248,305.42,305.51
3249,304.85,318.37
3250,300.73,291.83
3251,298.08,299.15
3252,281.83,293.0
3253,296.43,307.87
3254,288.34,310.49
3255,295.12,303.9
3256,273.91,299.2
3257,303.64,298.71
3258,312.83,301.36
3259,309.48,310.7
3260,307.76,303.45
3261,285.18,314.67
3262,310.14,319.66
3263,305.86,296.98
3264,287.8,316.6
3265,303.25,313.07
3266,313.29,299.42
3267,303.67,276.9
3268,303.18,290.2
3269,295.02,307.26
3270,300.57,281.35
3271,290.76,313.0
3272,311.79,291.2
3273,297.55,302.25
3274,298.85,293.04
3275,285.11,295.42
3276,279.57,301.71
3277,294.0,287.53
3278,300.13,296.87
3279,296.39,293.99
3280,286.58,306.79
3281,319.02,289.35
3282,306.22,319.98
3283,302.66,316.54
3284,313.32,287.24
3285,304.69,286.73
3286,314.0,294.17
3287,312.82,302.8
3288,293.54,305.37
3289,295.91,306.02
3290,293.11,307.9
3291,297.37,298.85
3292,304.54,287.88
3293,288.01,290.21
3294,301.2,295.65
3295,315.45,291.66
3296,292.43,323.28
3297,313.76,295.27
3298,287.84,311.9
3299,309.82,307.19
3300,295.44,291.41
3301,311.14,286.38
3302,301.1,296.52
3303,298.21,302.83
3304,304.09,296.37
3305,289.91,310.56
3306,296.64,293.45
3307,301.29,293.36
3308,278.16,302.53
3309,302.85,319.64
3310,299.43,307.95
3311,291.12,318.19
3312,303.22,295.7
3313,317.47,311.03
3314,292.33,304.97
3315,288.24,324.81
3316,280.6,296.73
3317,297.3,302.93
3318,329.47,292.35
3319,303.25,289.37
3320,293.61,308.41
3321,300.2,306.35
3322,288.93,291.45
3323,304.0,310.78
3324,303.68,300.25
3325,301.07,301.63
3326,280.1,320.22
3327,288.87,309.51
3328,294.96,313.01
3329,308.38,317.37
3330,313.01,305.39
3331,305.98,299.29
3332,276.16,316.94
3333,293.53,319.39
3334,297.91,287.57
3335,299.5,293.78
3336,299.45,294.37
3337,294.44,294.2
3338,298.73,315.33
3339,291.83,299.42
3340,298.17,300.14
3341,322.35,304.86
3342,283.97,308.56
3343,284.9,302.54
3344,315.4,306.33
3345,303.01,288.75
3346,282.59,303.47
3347,300.76,294.36
3348,307.25,302.07
3349,307.3,315.26
3350,302.8,306.1
3351,313.6,301.55
3352,303.75,315.17
3353,305.48,319.99
3354,323.26,308.09
3355,301.79,295.04
3356,288.63,316.78
3357,320.24,302.69
3358,290.19,292.94
3359,310.84,306.81
3360,311.04,294.89
3361,293.57,295.39
3362,296.49,289.29
3363,303.33,290.54
3364,300.58,306.88
3365,316.87,275.11
3366,304.84,305.81
3367,300.87,308.16
3368,317.62,306.85
3369,284.59,299.22
3370,319.58,287.78
3371,293.82,299.21
3372,286.31,305.96
3373,299.32,312.92
3374,295.57,300.57
3375,312.86,280.11
3376,301.19,291.99
3377,293.04,288.36
3378,296.39,305.47
3379,300.88,302.76
3380,314.08,300.23
3381,301.64,296.58
3382,302.83,280.69
3383,298.09,295.83
3384,299.64,308.97
3385,282.33,288.47
3386,300.15,289.7
3387,286.76,284.66
3388,289.65,293.99
3389,296.57,301.5
3390,300.84,280.04
3391,295.81,302.02
3392,311.87,288.29
3393,308.87,320.44
3394,301.64,294.87
3395,299.17,302.14
3396,297.75,281.07
3397,284.54,308.14
3398,300.96,299.56
3399,311.21,294.74
3400,315.42,313.44
3401,307.53,297.74
3402,294.55,295.0
3403,309.68,313.41
3404,289.6,294.45
3405,281.19,305.34
3406,276.51,292.79
3407,305.85,288.31
3408,287.98,314.67
3409,305.61,303.04
3410,320.58,309.67
3411,299.18,308.86
3412,298.88,300.35
3413,325.87,304.39
3414,312.39,294.8
3415,296.67,294.66
3416,286.5,303.29
3417,291.77,278.94
3418,282.88,298.8
3419,302.82,289.47
3420,286.01,299.19
3421,288.79,288.49
3422,296.61,312.21
3423,301.66,305.93
3424,313.25,292.67
3425,292.49,306.09
3426,311.93,279.89
3427,297.1,284.82
3428,276.05,305.21
3429,288.25,316.24
3430,316.44,299.13
3431,307.28,307.28
3432,282.54,301.81
3433,283.53,316.11
3434,286.17,294.54
3435,297.51,283.92
3436,312.93,291.99
3437,296.27,300.63
3438,292.61,305.49
3439,287.15,293.21
3440,313.53,310.99
3441,288.18,284.51
3442,287.16,301.96
3443,295.34,289.5
3444,288.64,295.5
3445,285.13,293.95
3446,314.63,310.55
3447,313.68,315.65
3448,307.45,277.74
3449,307.98,296.09
3450,305.01,302.89
3451,305.27,290.78
3452,296.6,298.3
3453,299.9,298.87
3454,306.42,307.57
3455,309.85,291.9
3456,291.69,307.64
3457,292.05,297.83
3458,316.3,300.43
3459,315.87,293.43
3460,308.4,298.81
3461,310.43,300.87
3462,294.35,325.21
3463,289.52,309.8
3464,302.53,304.11
3465,277.78,301.5
3466,294.7,292.5
3467,308.91,311.19
3468,303.32,288.47
3469,297.2,292.88
3470,294.64,308.81
3471,310.88,294.34
3472,303.96,290.68
3473,276.35,327.27
3474,309.42,290.09
3475,306.25,296.68
3476,297.87,286.78
3477,286.6,301.71
3478,272.79,310.58
3479,297.59,326.19
3480,302.23,313.34
3481,305.75,306.01
3482,311.21,300.33
3483,295.45,312.24
3484,303.1,299.94
3485,288.68,306.82
3486,303.84,286.69
3487,302.85,306.4
3488,311.56,287.25
3489,306.82,297.35
3490,298.42,282.79
3491,282.17,288.21
3492,300.23,315.76
3493,302.98,303.59
3494,294.5,290.85
3495,296.97,312.82
3496,301.4,280.08
3497,311.23,299.69
3498,304.83,287.83
3499,295.39,306.38
3500,290.26,309.08
3501,285.05,297.34
3502,297.05,296.53
3503,290.1,293.66
3504,297.7,310.52
3505,300.0,302.83
3506,301.09,320.11
3507,287.08,303.77
3508,297.23,302.25
3509,293.85,290.41
3510,288.22,290.04
3511,288.26,307.43
3512,299.11,297.61
3513,293.68,310.98
3514,302.55,306.75
3515,277.58,294.75
3516,297.14,296.5
3517,295.71,311.42
3518,313.35,309.79
3519,304.4,309.59
3520,312.73,292.1
3521,302.19,302.75
3522,309.02,292.98
3523,289.36,323.89
3524,308.68,297.8
3525,302.03,300.94
3526,284.3,298.21
3527,303.87,292.28
3528,306.46,306.34
3529,321.02,295.2
3530,310.83,301.89
3531,302.05,306.0
3532,291.9,301.17
3533,300.34,297.05
3534,309.73,307.51
3535,309.59,300.95
3536,309.22,288.48
3537,298.51,277.91
3538,297.22,287.83
3539,303.1,300.86
3540,312.03,312.55
3541,288.02,293.13
3542,305.58,300.85
3543,287.58,288.74
3544,301.76,307.4
3545,307.38,317.19
3546,308.24,290.65
3547,295.64,299.88
3548,321.98,320.44
3549,306.21,295.08
3550,281.44,291.27
3551,309.64,299.87
3552,292.71,303.17
3553,310.84,297.53
3554,307.39,299.41
3555,306.13,311.07
3556,299.18,290.74
3557,278.3,311.48
3558,297.43,293.82
3559,306.17,309.41
3560,294.81,312.55
3561,282.87,301.06
3562,298.16,295.35
3563,288.64,288.73
3564,295.81,285.98
3565,291.59,306.96
3566,290.9,282.69
3567,314.3,299.65
3568,302.25,295.64
3569,297.98,309.59
3570,291.89,294.29
3571,293.5,312.87
3572,291.69,298.36
3573,308.84,320.46
3574,303.15,296.22
3575,302.02,295.77
3576,296.82,289.84
3577,296.9,311.64
3578,293.92,295.49
3579,316.9,309.61
3580,310.62,295.7
3581,302.43,286.05
3582,315.68,313.62
3583,290.21,311.73
3584,293.76,295.9
3585,303.9,309.22
3586,304.83,280.86
3587,300.89,307.43
3588,295.06,296.72
3589,299.75,302.48
3590,323.35,297.35
3591,287.58,301.53
3592,304.12,297.59
3593,303.16,294.83
3594,306.31,298.66
3595,302.64,301.87
3596,291.06,308.52
3597,304.82,301.95
3598,308.53,293.61
3599,290.51,298.09
3600,292.17,296.45
3601,298.04,318.48
3602,304.57,287.36
3603,290.96,301.78
3604,300.76,288.51
3605,295.76,305.15
3606,281.28,294.2
3607,290.82,300.06
3608,311.29,293.95
3609,314.32,308.33
3610,306.41,312.08
3611,291.8,306.02
3612,305.29,308.23
3613,296.78,303.8
3614,286.34,269.72
3615,311.39,289.28
3616,289.2,302.67
3617,300.45,295.41
3618,300.4,285.12
3619,293.51,279.56
3620,314.95,292.48
3621,297.97,315.83
3622,288.29,290.67
3623,308.82,311.41
3624,298.72,291.98
3625,299.89,307.66
3626,291.35,304.36
3627,272.47,290.41
3628,297.69,292.15
3629,294.89,292.8
3630,310.74,305.31
3631,294.57,283.91
3632,307.77,298.77
3633,314.69,292.96
3634,282.33,316.39
3635,303.82,286.99
3636,287.2,302.99
3637,284.68,301.36
3638,292.09,313.73
3639,293.32,309.64
3640,308.01,284.07
3641,304.85,316.68
3642,293.84,295.64
3643,287.06,304.35
3644,288.19,275.71
3645,298.72,314.4
3646,312.82,300.52
3647,307.48,300.67
3648,294.14,295.34
3649,292.5,311.67
3650,290.05,270.82
3651,297.44,297.57
3652,301.86,289.95
3653,300.53,297.79
3654,300.54,313.89
3655,302.47,289.45
3656,306.14,297.16
3657,294.63,286.5
3658,305.16,306.68
3659,317.7,298.15
3660,308.87,310.8
3661,290.01,317.46
3662,309.4,276.48
3663,305.29,280.03
3664,299.29,292.26
3665,292.61,300.24
3666,291.62,290.85
3667,291.31,305.52
3668,302.37,298.57
3669,288.53,285.26
3670,302.31,298.89
3671,281.97,289.31
3672,300.16,286.33
3673,289.39,296.97
3674,311.72,295.98
3675,303.86,306.16
3676,288.54,284.1
3677,283.76,282.44
3678,301.4,305.57
3679,309.07,296.36
3680,294.84,297.71
3681,299.59,296.84
3682,297.02,283.37
3683,305.11,286.62
3684,293.36,302.3
3685,299.05,300.47
3686,300.67,297.05
3687,311.75,307.44
3688,303.31,314.37
3689,314.84,297.99
3690,307.33,306.16
3691,290.9,309.9
3692,295.55,298.68
3693,289.26,297.88
3694,311.09,288.32
3695,301.21,310.47
3696,310.52,303.92
3697,300.19,300.92
3698,323.76,293.15
3699,316.09,310.19
3700,295.5,283.59
3701,297.52,306.73
3702,292.68,311.09
3703,291.56,298.88
3704,299.96,289.36
3705,301.81,289.19
3706,307.84,307.93
3707,297.89,298.16
3708,302.57,307.11
3709,300.52,292.43
3710,298.56,287.56
3711,287.95,327.67
3712,276.07,290.24
3713,290.37,307.56
3714,308.17,311.06
3715,312.0,300.08
3716,289.96,303.04
3717,289.87,304.23
3718,282.57,318.23
3719,297.0,300.37
3720,317.27,306.35
3721,294.52,318.1
3722,302.8,291.09
3723,301.03,289.12
3724,308.07,302.59
3725,294.87,299.46
3726,304.99,311.38
3727,299.79,310.27
3728,279.34,301.77
3729,314.64,309.08
3730,301.94,299.87
3731,291.15,327.75
3732,284.97,314.0
3733,291.42,301.26
3734,307.34,328.19
3735,291.37,304.37
3736,294.47,311.43
3737,294.49,294.25
3738,304.21,291.53
3739,308.26,319.82
3740,293.34,298.65
3741,281.08,293.03
3742,296.49,295.0
3743,280.54,310.88
3744,313.11,297.69
3745,302.97,292.88
3746,304.14,276.36
3747,296.42,293.92
3748,300.64,304.15
3749,286.89,296.79
3750,289.55,295.45
3751,298.9,322.83
3752,310.04,307.85
3753,303.38,296.69
3754,295.34,307.17
3755,302.97,292.13
3756,308.66,307.94
3757,312.53,317.55
3758,291.92,299.54
3759,310.21,314.71
3760,304.06,297.35
3761,300.11,288.45
3762,310.87,298.61
3763,301.49,299.45
3764,298.47,310.06
3765,298.87,302.65
3766,318.11,294.43
3767,302.88,297.03
3768,310.88,301.0
3769,303.6,306.15
3770,297.11,290.7
3771,301.62,294.44
3772,319.51,300.03
3773,298.62,291.39
3774,306.01,311.74
3775,303.33,300.96
3776,306.66,289.59
3777,295.81,292.39
3778,280.02,311.84
3779,292.93,295.74
3780,285.32,290.89
3781,312.48,307.18
3782,285.83,311.38
3783,309.44,284.05
3784,295.32,302.55
3785,286.33,317.75
3786,295.25,322.09
3787,303.28,311.04
3788,305.39,307.08
3789,297.71,288.56
3790,301.28,307.76
3791,298.38,295.37
3792,295.28,297.14
3793,299.47,307.48
3794,312.74,293.18
3795,299.95,296.24
3796,315.01,319.11
3797,301.36,307.43
3798,313.45,283.9
3799,287.41,292.73
3800,291.3,288.36
3801,313.7,302.91
3802,293.75,289.23
3803,311.4,298.83
3804,286.34,300.57
3805,304.58,305.0
3806,291.56,301.34
3807,294.52,302.29
3808,307.74,299.65
3809,287.84,291.45
3810,273.23,309.09
3811,296.68,300.57
3812,310.1,292.49
3813,300.07,286.99
3814,296.77,301.21
3815,299.28,310.02
3816,289.76,302.08
3817,287.51,287.36
3818,272.04,295.37
3819,310.73,289.41
3820,285.48,296.32
3821,305.78,307.61
3822,314.66,301.15
3823,312.42,298.67
3824,278.97,294.01
3825,310.68,295.11
3826,299.6,300.6
3827,286.07,280.48
3828,305.58,294.84
3829,303.4,279.56
3830,304.03,309.03
3831,279.81,288.3
3832,297.55,307.76
3833,317.1,283.52
3834,291.57,315.63
3835,297.37,306.54
3836,288.85,301.26
3837,295.05,296.07
3838,303.17,296.38
